year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2014,Virginia Tech,1950,665,1639,215,596,405,625,310,787,1097,338,101,141,393,524
2014,San Jose State,1938,631,1686,265,797,411,569,300,758,1058,346,133,86,416,637
2014,Alabama A&M ,1936,656,1601,182,561,442,674,292,702,994,380,187,125,395,643
2014,Washington State,1934,654,1633,234,713,392,596,293,699,992,325,159,89,355,565
2014,St. Francis (PA),1916,675,1649,220,688,346,539,261,637,898,361,176,85,333,481
2014,Stetson,1916,683,1628,159,541,391,590,282,617,899,370,174,116,382,529
2014,Pennsylvania ,1911,684,1517,140,436,403,594,249,655,904,408,163,97,450,633
2014,Dartmouth,1905,673,1516,174,459,385,560,290,615,905,352,166,86,335,561
2014,Grambling State,1903,647,1576,179,554,430,645,296,574,870,301,177,60,431,557
2014,Texas State,1903,697,1604,145,474,364,549,289,674,963,344,182,87,425,561
2014,South Carolina State,1883,676,1709,148,524,383,587,370,673,1043,364,168,99,452,577
2014,New Orleans,1858,615,1434,136,402,492,722,325,614,939,316,172,84,437,546
2014,Rice,1853,637,1582,237,733,342,527,214,710,924,414,140,57,394,569
2014,Delaware State,1847,646,1529,156,485,399,579,276,633,909,367,152,106,355,541
2014,Binghamton,1840,591,1554,182,569,476,687,296,645,941,282,184,60,428,596
2014,Western Illinois,1838,667,1467,142,418,362,545,223,664,887,373,180,87,400,553
2014,Navy,1820,660,1645,201,612,299,471,311,648,959,381,195,99,375,566
2014,Cornell,1795,652,1589,192,604,299,450,278,569,847,300,117,78,337,581
2014,Louisiana-Monroe ,1738,628,1470,143,450,339,536,277,637,914,341,154,94,358,498
2014,New Hampshire,1735,584,1553,211,639,356,514,271,720,991,292,121,99,391,583
2014,UMass Lowell,1718,570,1447,192,588,386,548,257,597,854,335,166,73,377,517
2014,Southern Utah,1710,591,1462,131,401,397,576,221,575,796,313,129,94,403,674
